email,telefon,tip_cont,tip_colaborator,prenume,nume,denumire_afisata_contact,username_propus,judet,localitate,denumire_organizatie,denumire_legala,cui,cui_cu_ro,reg_com,adresa_firma,reprezentant_legal,judet_firma,localitate_firma,adapost_public_ong,segmente,marketing_email_viitor,nota_interna,stare
,,adapost,adprv,,,C Vet Adoptii Animale – Facebook,,Tulcea,Daeni,C Vet Adoptii Animale – Facebook,,,,,"Daeni, str. Loturilor, nr. 3",Matei Anisoara,,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/tulcea/ | fingerprint=tulcea|c vet adoptii animale – facebook|daeni, str. loturilor, nr. 3 | Capacitate: 450; Program: Luni – Vineri: 12.00 – 16.00",ready
,0758062880,adapost,adpub,,,ADAPOST SC GOSCOM SA – VASLUI,,Vaslui,Vaslui,ADAPOST SC GOSCOM SA – VASLUI,,,,,"Municipiul Vaslui, strada Podu Inalt nr. 3",Ghetau Romeo (0758062880),,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/vaslui/ | fingerprint=vaslui|adapost sc goscom sa – vaslui|municipiul vaslui, strada podu inalt nr. 3 | Capacitate: 186; Program: Luni – Vineri: 08.00 – 16.00",ready
ldp_reser@yahoo.com,0769536619,adapost,adpub,,,ADAPOST SLDP REISER SA BARLAD,,Vaslui,Bârlad,ADAPOST SLDP REISER SA BARLAD,,,,,"Municipiul Bârlad, strada Republicii, nr. 281 bis","Ghiorghiu Petrisor (0769536619, )",,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/vaslui/ | fingerprint=vaslui|adapost sldp reiser sa barlad|municipiul barlad, strada republicii, nr. 281 bis | Capacitate: 254; Program: Luni – Vineri: 08.00 – 16.00, S-D: 08.00 – 12.00",ready
salubrizare2005@yahoo.com,0743117479,adapost,adpub,,,ADAPOST CFS  HUSI – S.C. Ecosalubrizare Prest S.r.l.,,Vaslui,Huşi,ADAPOST CFS  HUSI – S.C. Ecosalubrizare Prest S.r.l.,,,,,"Municipiul Huşi, str. Stefan cel Mare nr. 18","Maxim Carmen (0743117479, )",,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/vaslui/ | fingerprint=vaslui|adapost cfs husi – s.c. ecosalubrizare prest s.r.l.|municipiul husi, str. stefan cel mare nr. 18 | Capacitate: 100; Program: Luni – Duminică: 08.00 – 16.00",ready
,0746580612,adapost,adprv,,,ADAPOST ASOCIATIA SPRIJINA CAINII BALTENI,,Vaslui,Balteni,ADAPOST ASOCIATIA SPRIJINA CAINII BALTENI,,,,,loc. Balteni,Paun Andreea Narcisa (0746580612),,,,noutati_ong_adapost,,Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/vaslui/ | fingerprint=vaslui|adapost asociatia sprijina cainii balteni|loc. balteni | Capacitate: 296; Program: Luni – Duminică: 08.00 – 16.00,ready
g_ciornei@yahoo.com,0733988611,adapost,adpub,,,www.primariavl.ro,,Vâlcea,Râmnicu Vâlcea,www.primariavl.ro,,,,,"Municipiul Râmnicu Vâlcea, str. Feţeni FN (cartier Feţeni)",Ciornei Gheorghe (0733988611; ),,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/valcea/ | fingerprint=valcea|www.primariavl.ro|municipiul ramnicu valcea, str. feteni fn (cartier feteni) | Capacitate: 470; Program: Luni – Vineri: 10.00 – 18.00",ready
babeni@bl.e-adm.com,0745601415/0250765160,adapost,adpub,,,orasbabeni.ro,,Vâlcea,Oraş Băbeni,orasbabeni.ro,,,,,"Oraş Băbeni, strada Petrolistilor, FN",dr. Barbus Ion (0745601415/0250765160; ),,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/valcea/ | fingerprint=valcea|orasbabeni.ro|oras babeni, strada petrolistilor, fn | Capacitate: 50; Program: Luni – Vineri: 10.00 – 18.00",ready
primaria.dragasani@yahoo.com,0371129607,adapost,adpub,,,https://www.facebook.com/people/Ad%C4%83postul-c%C3%A2inilor-f%C4%83r%C4%83-st%C4%83p%C3%A2n-Dr%C4%83g%C4%83%C8%99ani/100090068403695/,,Vâlcea,Drăgăşani,https://www.facebook.com/people/Ad%C4%83postul-c%C3%A2inilor-f%C4%83r%C4%83-st%C4%83p%C3%A2n-Dr%C4%83g%C4%83%C8%99ani/100090068403695/,,,,,"Municipiul Drăgăşani, strada Livezilor nr. 4",Stefanescu Ion (0371129607; ),,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/valcea/ | fingerprint=valcea|https://www.facebook.com/people/ad%c4%83postul-c%c3%a2inilor-f%c4%83r%c4%83-st%c4%83p%c3%a2n-dr%c4%83g%c4%83%c8%99ani/100090068403695/|municipiul dragasani, strada livezilor nr. 4 | Capacitate: 156; Program: Luni – Vineri: 10.00 – 18.00",ready
primaria@orasul-horezu.ro,0738974508,adapost,adpub,,,www.orasul-horezu.ro,,Vâlcea,Oras Horezu,www.orasul-horezu.ro,,,,,"Oras Horezu, str. Tudor Vladimirescu, f.n.","dr. Visoiu Mihaela Steliana (0738974508, 0738974504; )",,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/valcea/ | fingerprint=valcea|www.orasul-horezu.ro|oras horezu, str. tudor vladimirescu, f.n. | Capacitate: 80; Program: Luni – Vineri: 10.00 – 18.00",ready
dirservpubs@yahoo.com,0237225618,adapost,adpub,,,http://ddspfocsani.ro/,,Vrancea,Focsani,http://ddspfocsani.ro/,,,,,"Municipiul Focsani, extravilan, T125, P6580","Liciu Constantin, Lazar Ion, Dumitru Neculae (0237225618; 0237225617; )",,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/vrancea/ | fingerprint=vrancea|http://ddspfocsani.ro/|municipiul focsani, extravilan, t125, p6580 | Capacitate: 320 cap.; Program: Luni – Vineri: 10.00 – 13.00",ready
contact@vetmedan.ro,0744338976,adapost,adprv,,,vetmedan.ro,,Vrancea,Suraia,vetmedan.ro,,,,,"Com. Suraia, extravilan, tarla 22, parcela 143",Lazar Daniel (0744338976; ; ),,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/vrancea/ | fingerprint=vrancea|vetmedan.ro|com. suraia, extravilan, tarla 22, parcela 143 | Capacitate: 210 cap.; Program: Luni – Joi: 10.00 – 14.00, Vineri: 09.00 – 13.00",ready
politiaanimalelor@politialocalasector1.ro,0214904007/0762251230,adapost,adpub,,,http://www.primariasector1.ro/,,București,Șos. Odăii,http://www.primariasector1.ro/,,,,,"Șos. Odăii, nr. 3-5, Sector 1, Municipiul Bucureşti",Ene Graţiela (0214904007/0762251230; ),,,1,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/bucuresti/ | fingerprint=bucuresti|http://www.primariasector1.ro/|sos. odaii, nr. 3-5, sector 1, municipiul bucuresti | Capacitate: 900; Program: Luni – Joi: 08.00 – 16.00 / Vineri : 08.00-14.00",ready
,0751113817,adapost,adprv,,,Adăpost,,București,Drumul Badicului,Adăpost,,,,,"Drumul Badicului, nr. cadastral 200801, sector 3 Bucuresti",Garofita Hoffman (0751113817),,,,noutati_ong_adapost,,"Sursă: registru-caini.ro | URL județ: https://registru-caini.ro/adaposturi/bucuresti/ | fingerprint=bucuresti|adapost|drumul badicului, nr. cadastral 200801, sector 3 bucuresti | Capacitate: 180; Program: Luni – Vineri: 10.00 – 16.00",ready
